bench,onnx,vnnlib,result
cifar_biasfield,onnx/cifar_bias_field_68.onnx,vnnlib/prop_68.vnnlib,unsat
cifar_biasfield,onnx/cifar_bias_field_69.onnx,vnnlib/prop_69.vnnlib,unsat
cifar_biasfield,onnx/cifar_bias_field_7.onnx,vnnlib/prop_7.vnnlib,unsat
cifar_biasfield,onnx/cifar_bias_field_70.onnx,vnnlib/prop_70.vnnlib,unsat
cifar_biasfield,onnx/cifar_bias_field_71.onnx,vnnlib/prop_71.vnnlib,unsat
cifar_biasfield,onnx/cifar_bias_field_8.onnx,vnnlib/prop_8.vnnlib,sat
cifar_biasfield,onnx/cifar_bias_field_9.onnx,vnnlib/prop_9.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_2perturbations_delta5_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_2perturbations_delta10_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_2perturbations_delta20_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_2perturbations_delta40_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_4perturbations_delta5_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_4perturbations_delta10_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_4perturbations_delta20_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_4perturbations_delta40_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_8perturbations_delta5_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_8perturbations_delta10_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_8perturbations_delta20_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_8perturbations_delta40_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_16perturbations_delta5_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_16perturbations_delta10_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_16perturbations_delta20_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/robustness_16perturbations_delta40_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/monotonicity_CI_shift5_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/monotonicity_CI_shift10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/monotonicity_CI_shift20_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/if_then_7levels_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_20.onnx,vnnlib/if_then_9levels_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_2perturbations_delta5_epsilon10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_2perturbations_delta10_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_2perturbations_delta20_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_2perturbations_delta40_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_4perturbations_delta5_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_4perturbations_delta10_epsilon10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_4perturbations_delta20_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_4perturbations_delta40_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_8perturbations_delta5_epsilon10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_8perturbations_delta10_epsilon10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_8perturbations_delta20_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_8perturbations_delta40_epsilon10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_16perturbations_delta5_epsilon10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_16perturbations_delta10_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_16perturbations_delta20_epsilon10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/robustness_16perturbations_delta40_epsilon10_w40.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/monotonicity_CI_shift5_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/monotonicity_CI_shift10_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_full_window_40.onnx,vnnlib/monotonicity_CI_shift20_w40.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_2perturbations_delta5_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_2perturbations_delta10_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_2perturbations_delta20_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_2perturbations_delta40_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_4perturbations_delta5_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_4perturbations_delta10_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_4perturbations_delta20_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_4perturbations_delta40_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_8perturbations_delta5_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_8perturbations_delta10_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_8perturbations_delta20_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_8perturbations_delta40_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_16perturbations_delta5_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_16perturbations_delta10_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_16perturbations_delta20_epsilon10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/robustness_16perturbations_delta40_epsilon10_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/monotonicity_CI_shift5_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/monotonicity_CI_shift10_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/monotonicity_CI_shift20_w20.vnnlib,unsat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/if_then_5levels_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/if_then_7levels_w20.vnnlib,sat
collins_rul_cnn_2023,onnx/NN_rul_small_window_20.onnx,vnnlib/if_then_9levels_w20.vnnlib,sat
metaroom_2023,onnx/4cnn_ry_0_0_no_custom_OP.onnx,vnnlib/spec_idx_0_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_111_18_no_custom_OP.onnx,vnnlib/spec_idx_2_eps_0.00000436.vnnlib,sat
metaroom_2023,onnx/4cnn_ry_117_19_no_custom_OP.onnx,vnnlib/spec_idx_3_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_20_3_no_custom_OP.onnx,vnnlib/spec_idx_7_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_2_0_no_custom_OP.onnx,vnnlib/spec_idx_8_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_37_6_no_custom_OP.onnx,vnnlib/spec_idx_14_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_38_6_no_custom_OP.onnx,vnnlib/spec_idx_15_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_3_0_no_custom_OP.onnx,vnnlib/spec_idx_17_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_40_6_no_custom_OP.onnx,vnnlib/spec_idx_18_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_41_6_no_custom_OP.onnx,vnnlib/spec_idx_19_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_42_7_no_custom_OP.onnx,vnnlib/spec_idx_20_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_44_7_no_custom_OP.onnx,vnnlib/spec_idx_21_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_45_7_no_custom_OP.onnx,vnnlib/spec_idx_22_eps_0.00000436.vnnlib,sat
metaroom_2023,onnx/4cnn_ry_47_7_no_custom_OP.onnx,vnnlib/spec_idx_23_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_57_9_no_custom_OP.onnx,vnnlib/spec_idx_28_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_58_9_no_custom_OP.onnx,vnnlib/spec_idx_29_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_61_10_no_custom_OP.onnx,vnnlib/spec_idx_31_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_65_10_no_custom_OP.onnx,vnnlib/spec_idx_33_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_71_11_no_custom_OP.onnx,vnnlib/spec_idx_37_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_79_13_no_custom_OP.onnx,vnnlib/spec_idx_38_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_82_13_no_custom_OP.onnx,vnnlib/spec_idx_40_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_ry_91_15_no_custom_OP.onnx,vnnlib/spec_idx_41_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_0_0_no_custom_OP.onnx,vnnlib/spec_idx_45_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_102_17_no_custom_OP.onnx,vnnlib/spec_idx_46_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_103_17_no_custom_OP.onnx,vnnlib/spec_idx_47_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_111_18_no_custom_OP.onnx,vnnlib/spec_idx_48_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_19_3_no_custom_OP.onnx,vnnlib/spec_idx_51_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_1_0_no_custom_OP.onnx,vnnlib/spec_idx_52_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_28_4_no_custom_OP.onnx,vnnlib/spec_idx_54_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_31_5_no_custom_OP.onnx,vnnlib/spec_idx_57_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_34_5_no_custom_OP.onnx,vnnlib/spec_idx_59_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_36_6_no_custom_OP.onnx,vnnlib/spec_idx_60_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_38_6_no_custom_OP.onnx,vnnlib/spec_idx_62_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_39_6_no_custom_OP.onnx,vnnlib/spec_idx_63_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_40_6_no_custom_OP.onnx,vnnlib/spec_idx_65_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_42_7_no_custom_OP.onnx,vnnlib/spec_idx_67_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_44_7_no_custom_OP.onnx,vnnlib/spec_idx_68_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_4_0_no_custom_OP.onnx,vnnlib/spec_idx_71_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_52_8_no_custom_OP.onnx,vnnlib/spec_idx_72_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_55_9_no_custom_OP.onnx,vnnlib/spec_idx_73_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_57_9_no_custom_OP.onnx,vnnlib/spec_idx_74_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_61_10_no_custom_OP.onnx,vnnlib/spec_idx_76_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_62_10_no_custom_OP.onnx,vnnlib/spec_idx_77_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_68_11_no_custom_OP.onnx,vnnlib/spec_idx_80_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_7_1_no_custom_OP.onnx,vnnlib/spec_idx_85_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_82_13_no_custom_OP.onnx,vnnlib/spec_idx_87_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_94_15_no_custom_OP.onnx,vnnlib/spec_idx_90_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/4cnn_tz_9_1_no_custom_OP.onnx,vnnlib/spec_idx_92_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_106_17_no_custom_OP.onnx,vnnlib/spec_idx_98_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_117_19_no_custom_OP.onnx,vnnlib/spec_idx_101_eps_0.00000436.vnnlib,sat
metaroom_2023,onnx/6cnn_ry_118_19_no_custom_OP.onnx,vnnlib/spec_idx_102_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_1_0_no_custom_OP.onnx,vnnlib/spec_idx_108_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_20_3_no_custom_OP.onnx,vnnlib/spec_idx_109_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_22_3_no_custom_OP.onnx,vnnlib/spec_idx_111_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_37_6_no_custom_OP.onnx,vnnlib/spec_idx_117_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_38_6_no_custom_OP.onnx,vnnlib/spec_idx_118_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_3_0_no_custom_OP.onnx,vnnlib/spec_idx_120_eps_0.00000436.vnnlib,sat
metaroom_2023,onnx/6cnn_ry_54_9_no_custom_OP.onnx,vnnlib/spec_idx_128_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_57_9_no_custom_OP.onnx,vnnlib/spec_idx_129_eps_0.00000436.vnnlib,sat
metaroom_2023,onnx/6cnn_ry_5_0_no_custom_OP.onnx,vnnlib/spec_idx_130_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_70_11_no_custom_OP.onnx,vnnlib/spec_idx_138_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_71_11_no_custom_OP.onnx,vnnlib/spec_idx_139_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_75_12_no_custom_OP.onnx,vnnlib/spec_idx_140_eps_0.00000436.vnnlib,sat
metaroom_2023,onnx/6cnn_ry_91_15_no_custom_OP.onnx,vnnlib/spec_idx_146_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_92_15_no_custom_OP.onnx,vnnlib/spec_idx_147_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_ry_93_15_no_custom_OP.onnx,vnnlib/spec_idx_148_eps_0.00000436.vnnlib,sat
metaroom_2023,onnx/6cnn_ry_94_15_no_custom_OP.onnx,vnnlib/spec_idx_149_eps_0.00000436.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_0_0_no_custom_OP.onnx,vnnlib/spec_idx_152_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_104_17_no_custom_OP.onnx,vnnlib/spec_idx_155_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_105_17_no_custom_OP.onnx,vnnlib/spec_idx_156_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_106_17_no_custom_OP.onnx,vnnlib/spec_idx_157_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_10_1_no_custom_OP.onnx,vnnlib/spec_idx_158_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_119_19_no_custom_OP.onnx,vnnlib/spec_idx_163_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_11_1_no_custom_OP.onnx,vnnlib/spec_idx_164_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_15_2_no_custom_OP.onnx,vnnlib/spec_idx_165_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_20_3_no_custom_OP.onnx,vnnlib/spec_idx_169_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_21_3_no_custom_OP.onnx,vnnlib/spec_idx_170_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_22_3_no_custom_OP.onnx,vnnlib/spec_idx_171_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_28_4_no_custom_OP.onnx,vnnlib/spec_idx_173_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_31_5_no_custom_OP.onnx,vnnlib/spec_idx_175_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_38_6_no_custom_OP.onnx,vnnlib/spec_idx_179_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_41_6_no_custom_OP.onnx,vnnlib/spec_idx_183_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_4_0_no_custom_OP.onnx,vnnlib/spec_idx_186_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_52_8_no_custom_OP.onnx,vnnlib/spec_idx_187_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_53_8_no_custom_OP.onnx,vnnlib/spec_idx_188_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_54_9_no_custom_OP.onnx,vnnlib/spec_idx_189_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_57_9_no_custom_OP.onnx,vnnlib/spec_idx_191_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_5_0_no_custom_OP.onnx,vnnlib/spec_idx_192_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_62_10_no_custom_OP.onnx,vnnlib/spec_idx_193_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_63_10_no_custom_OP.onnx,vnnlib/spec_idx_194_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_67_11_no_custom_OP.onnx,vnnlib/spec_idx_198_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_70_11_no_custom_OP.onnx,vnnlib/spec_idx_201_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_75_12_no_custom_OP.onnx,vnnlib/spec_idx_203_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_78_13_no_custom_OP.onnx,vnnlib/spec_idx_204_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_81_13_no_custom_OP.onnx,vnnlib/spec_idx_206_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_93_15_no_custom_OP.onnx,vnnlib/spec_idx_208_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_94_15_no_custom_OP.onnx,vnnlib/spec_idx_209_eps_0.00001000.vnnlib,unsat
metaroom_2023,onnx/6cnn_tz_9_1_no_custom_OP.onnx,vnnlib/spec_idx_211_eps_0.00001000.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img8194-eps0.018300653594771243.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img2578-eps0.021176470588235297.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img4763-eps0.024705882352941175.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img8095-eps0.010457516339869282.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img8717-eps0.011633986928104577.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img6767-eps0.020000000000000004.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img3161-eps0.018562091503267972.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img876-eps0.024836601307189544.vnnlib,unsat
oval21,onnx/cifar_base_kw.onnx,vnnlib/cifar_base_kw-img3568-eps0.030457516339869282.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img4405-eps0.036732026143790855.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img7878-eps0.009934640522875817.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img1052-eps0.010718954248366015.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img4325-eps0.01673202614379085.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img4168-eps0.03150326797385621.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img3062-eps0.007450980392156864.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img9931-eps0.02496732026143791.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img8366-eps0.0550326797385621.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img9845-eps0.009673202614379085.vnnlib,unsat
oval21,onnx/cifar_deep_kw.onnx,vnnlib/cifar_deep_kw-img4510-eps0.028235294117647063.vnnlib,unsat
oval21,onnx/cifar_wide_kw.onnx,vnnlib/cifar_wide_kw-img8517-eps0.006928104575163399.vnnlib,unsat
oval21,onnx/cifar_wide_kw.onnx,vnnlib/cifar_wide_kw-img2732-eps0.04967320261437909.vnnlib,unsat
oval21,onnx/cifar_wide_kw.onnx,vnnlib/cifar_wide_kw-img1909-eps0.0033986928104575162.vnnlib,sat
oval21,onnx/cifar_wide_kw.onnx,vnnlib/cifar_wide_kw-img9916-eps0.053202614379084974.vnnlib,unsat
oval21,onnx/cifar_wide_kw.onnx,vnnlib/cifar_wide_kw-img3478-eps0.004313725490196079.vnnlib,unsat
oval21,onnx/cifar_wide_kw.onnx,vnnlib/cifar_wide_kw-img9062-eps0.0014379084967320263.vnnlib,unsat
oval21,onnx/cifar_wide_kw.onnx,vnnlib/cifar_wide_kw-img3458-eps0.022875816993464054.vnnlib,unsat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_7377_eps_1.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_7377_eps_3.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_7377_eps_5.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_7377_eps_10.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_7377_eps_15.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_8362_eps_1.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_8362_eps_3.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_8362_eps_5.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_8362_eps_10.00000.vnnlib,sat
traffic_signs_recognition_2023,onnx/3_30_30_QConv_16_3_QConv_32_2_Dense_43_ep_30.onnx,vnnlib/model_30_idx_8362_eps_15.00000.vnnlib,sat
